date,transect,count
13-Feb-13,31,126.7
13-Feb-13,33,70.7
13-Feb-13,35,114.7
13-Feb-13,37,27.0
13-Feb-13,39,19.0
13-Feb-13,41,26.0
13-Feb-13,43,60.7
13-Feb-13,45,97.3
13-Feb-13,47,125.3
13-Feb-13,49,124.0
13-Feb-13,51,34.7
13-Feb-13,53,130.7
13-Feb-13,55,70.9
27-Feb-13,1,54.0
27-Feb-13,3,44.0
27-Feb-13,5,56.0
27-Feb-13,7,60.0
27-Feb-13,11,58.7
27-Feb-13,13,50.0
27-Feb-13,15,70.0
27-Feb-13,17,52.0
27-Feb-13,19,52.0
27-Feb-13,21,53.0
27-Feb-13,23,28.0
27-Feb-13,25,36.0
27-Feb-13,27,41.0
27-Feb-13,29,38.4
27-Feb-13,31,78.0
27-Feb-13,33,104.0
27-Feb-13,35,60.0
27-Feb-13,37,39.0
27-Feb-13,39,81.6
27-Feb-13,41,55.0
27-Feb-13,43,58.4
27-Feb-13,45,53.3
27-Feb-13,47,58.0
27-Feb-13,49,61.3
27-Feb-13,51,52.0
27-Feb-13,53,50.0
27-Feb-13,55,19.0
14-Mar-13,1,26.0
14-Mar-13,3,36.0
14-Mar-13,5,48.0
14-Mar-13,7,21.3
14-Mar-13,11,32.0
14-Mar-13,13,46.0
14-Mar-13,15,48.0
14-Mar-13,17,33.3
14-Mar-13,19,41.0
14-Mar-13,21,39.0
14-Mar-13,23,29.3
14-Mar-13,25,27.0
14-Mar-13,27,31.0
14-Mar-13,29,36.8
14-Mar-13,31,100.0
14-Mar-13,33,64.0
14-Mar-13,35,100.0
14-Mar-13,37,21.0
14-Mar-13,39,90.7
14-Mar-13,41,16.0
14-Mar-13,43,28.8
14-Mar-13,45,24.0
14-Mar-13,47,36.0
14-Mar-13,49,25.3
14-Mar-13,51,22.0
14-Mar-13,53,24.0
14-Mar-13,55,8.0
26-Mar-13,1,24.0
26-Mar-13,3,29.3
26-Mar-13,5,50.0
26-Mar-13,7,32.0
26-Mar-13,11,41.3
26-Mar-13,13,42.0
26-Mar-13,15,30.0
26-Mar-13,17,36.0
26-Mar-13,19,28.0
26-Mar-13,21,40.0
26-Mar-13,23,240.0
26-Mar-13,25,25.0
26-Mar-13,27,38.0
26-Mar-13,29,40.8
26-Mar-13,31,96.0
26-Mar-13,33,52.0
26-Mar-13,35,110.0
26-Mar-13,37,27.0
26-Mar-13,39,38.7
26-Mar-13,41,14.4
26-Mar-13,43,15.2
26-Mar-13,45,17.0
26-Mar-13,47,21.3
26-Mar-13,49,25.0
26-Mar-13,51,8.0
26-Mar-13,53,15.0
26-Mar-13,55,1.3
10-Apr-13,1,24.0
10-Apr-13,3,20.0
10-Apr-13,5,16.0
10-Apr-13,7,30.0
10-Apr-13,11,30.7
10-Apr-13,13,14.0
10-Apr-13,15,26.7
10-Apr-13,17,30.7
10-Apr-13,19,20.0
10-Apr-13,21,38.0
10-Apr-13,23,24.0
10-Apr-13,25,21.0
10-Apr-13,27,20.0
10-Apr-13,29,17.6
10-Apr-13,31,36.0
10-Apr-13,33,66.0
10-Apr-13,35,128.0
10-Apr-13,37,31.0
10-Apr-13,39,58.7
10-Apr-13,41,21.3
10-Apr-13,43,21.3
10-Apr-13,45,32.0
10-Apr-13,47,31.0
10-Apr-13,49,29.0
10-Apr-13,51,18.7
10-Apr-13,53,24.8
10-Apr-13,55,24.7
25-Apr-13,1,54.0
25-Apr-13,3,48.0
25-Apr-13,5,41.0
25-Apr-13,7,55.0
25-Apr-13,11,49.0
25-Apr-13,13,49.0
25-Apr-13,15,46.0
25-Apr-13,17,45.0
25-Apr-13,19,52.0
25-Apr-13,21,62.0
25-Apr-13,23,210.0
25-Apr-13,25,288.0
25-Apr-13,27,397.0
25-Apr-13,29,36.0
25-Apr-13,31,108.0
25-Apr-13,33,94.0
25-Apr-13,35,114.0
25-Apr-13,37,42.0
25-Apr-13,39,102.7
25-Apr-13,41,11.3
25-Apr-13,43,23.3
25-Apr-13,45,18.4
25-Apr-13,47,22.0
25-Apr-13,49,23.0
25-Apr-13,51,34.0
25-Apr-13,53,24.0
25-Apr-13,55,23.4
15-May-13,1,26.0
15-May-13,3,38.0
15-May-13,5,27.0
15-May-13,7,35.0
15-May-13,11,30.0
15-May-13,13,25.0
15-May-13,15,34.0
15-May-13,17,30.0
15-May-13,19,35.0
15-May-13,21,28.0
15-May-13,23,40.0
15-May-13,25,174.7
15-May-13,27,33.3
15-May-13,29,30.4
15-May-13,31,108.0
15-May-13,33,92.0
15-May-13,35,62.0
15-May-13,37,45.0
15-May-13,39,77.3
15-May-13,41,19.3
15-May-13,43,32.0
15-May-13,45,29.3
15-May-13,47,40.0
15-May-13,49,22.0
15-May-13,51,18.0
15-May-13,53,15.2
15-May-13,55,22.9
30-May-13,1,18.0
30-May-13,3,26.0
30-May-13,5,24.0
30-May-13,7,21.0
30-May-13,11,35.0
30-May-13,13,39.0
30-May-13,15,22.0
30-May-13,17,28.0
30-May-13,19,27.0
30-May-13,21,34.0
30-May-13,23,106.7
30-May-13,25,114.0
30-May-13,27,14.7
30-May-13,29,15.2
30-May-13,31,97.3
30-May-13,33,76.0
30-May-13,35,58.0
30-May-13,37,55.0
30-May-13,39,65.3
30-May-13,41,26.0
30-May-13,43,22.0
30-May-13,45,30.7
30-May-13,47,35.0
30-May-13,49,18.0
30-May-13,51,20.0
30-May-13,53,13.6
30-May-13,55,40.0
13-Jun-13,1,28.0
13-Jun-13,3,23.0
13-Jun-13,5,21.0
13-Jun-13,7,25.0
13-Jun-13,11,23.0
13-Jun-13,13,15.0
13-Jun-13,15,27.0
13-Jun-13,17,20.0
13-Jun-13,19,32.0
13-Jun-13,21,31.0
13-Jun-13,23,16.0
13-Jun-13,25,40.0
13-Jun-13,27,26.0
13-Jun-13,29,24.4
13-Jun-13,31,64.0
13-Jun-13,33,82.0
13-Jun-13,35,90.0
13-Jun-13,37,38.0
13-Jun-13,39,44.0
13-Jun-13,41,34.7
13-Jun-13,43,36.0
13-Jun-13,45,46.7
13-Jun-13,47,41.0
13-Jun-13,49,52.0
13-Jun-13,51,37.0
13-Jun-13,53,32.0
13-Jun-13,55,25.1
26-Jun-13,1,24.0
26-Jun-13,3,18.0
26-Jun-13,5,22.0
26-Jun-13,7,36.0
26-Jun-13,11,27.0
26-Jun-13,13,26.4
26-Jun-13,15,26.0
26-Jun-13,17,23.0
26-Jun-13,19,13.0
26-Jun-13,21,24.0
26-Jun-13,23,11.0
26-Jun-13,25,0.0
26-Jun-13,27,13.0
26-Jun-13,29,8.0
26-Jun-13,31,44.0
26-Jun-13,33,50.0
26-Jun-13,35,94.0
26-Jun-13,37,35.0
26-Jun-13,39,24.0
26-Jun-13,41,13.3
26-Jun-13,43,14.7
26-Jun-13,45,20.0
26-Jun-13,47,40.0
26-Jun-13,49,107.2
26-Jun-13,51,57.0
26-Jun-13,53,17.3
26-Jun-13,55,15.4
11-Jul-13,1,197.0
11-Jul-13,3,12.0
11-Jul-13,5,19.0
11-Jul-13,7,22.0
11-Jul-13,11,21.0
11-Jul-13,13,11.2
11-Jul-13,15,17.0
11-Jul-13,17,12.0
11-Jul-13,19,18.0
11-Jul-13,21,20.0
11-Jul-13,23,18.4
11-Jul-13,25,25.0
11-Jul-13,27,23.2
11-Jul-13,29,26.4
11-Jul-13,31,81.6
11-Jul-13,33,72.0
11-Jul-13,35,86.0
11-Jul-13,37,51.0
11-Jul-13,39,33.3
11-Jul-13,41,18.7
11-Jul-13,43,41.3
11-Jul-13,45,14.7
11-Jul-13,47,30.0
11-Jul-13,49,72.0
11-Jul-13,51,25.0
11-Jul-13,53,14.7
11-Jul-13,55,29.7
25-Jul-13,1,10.7
25-Jul-13,3,7.0
25-Jul-13,5,7.0
25-Jul-13,7,6.0
25-Jul-13,11,10.0
25-Jul-13,13,15.2
25-Jul-13,15,11.0
25-Jul-13,17,32.0
25-Jul-13,19,16.0
25-Jul-13,21,21.0
25-Jul-13,23,12.0
25-Jul-13,25,4.0
25-Jul-13,27,97.6
25-Jul-13,29,1.6
25-Jul-13,31,57.0
25-Jul-13,33,84.0
25-Jul-13,35,82.0
25-Jul-13,37,13.0
25-Jul-13,39,10.7
25-Jul-13,41,19.3
25-Jul-13,43,16.0
25-Jul-13,45,18.0
25-Jul-13,47,13.0
25-Jul-13,49,25.0
25-Jul-13,51,15.0
25-Jul-13,53,7.3
25-Jul-13,55,8.6
7-Aug-13,1,9.0
7-Aug-13,3,7.2
7-Aug-13,5,16.0
7-Aug-13,7,19.2
7-Aug-13,11,12.8
7-Aug-13,13,16.0
7-Aug-13,15,15.0
7-Aug-13,17,17.0
7-Aug-13,19,19.0
7-Aug-13,21,0.0
7-Aug-13,23,5.6
7-Aug-13,25,6.4
7-Aug-13,27,10.0
7-Aug-13,29,4.7
7-Aug-13,31,132.0
7-Aug-13,33,92.0
7-Aug-13,35,168.0
7-Aug-13,37,23.0
7-Aug-13,39,2.0
7-Aug-13,41,3.3
7-Aug-13,43,2.7
7-Aug-13,45,14.0
7-Aug-13,47,3.0
7-Aug-13,49,34.0
7-Aug-13,51,62.0
7-Aug-13,53,6.7
7-Aug-13,55,9.1
20-Aug-13,1,16.8
20-Aug-13,3,22.0
20-Aug-13,5,30.4
20-Aug-13,7,10.4
20-Aug-13,11,12.0
20-Aug-13,13,17.6
20-Aug-13,15,24.0
20-Aug-13,17,38.0
20-Aug-13,19,#DIV/0!
20-Aug-13,21,#DIV/0!
20-Aug-13,23,10.0
20-Aug-13,25,10.0
20-Aug-13,27,20.8
20-Aug-13,29,26.3
20-Aug-13,31,192.0
20-Aug-13,33,218.0
20-Aug-13,35,94.0
20-Aug-13,37,212.0
20-Aug-13,39,97.6
20-Aug-13,41,20.6
20-Aug-13,43,21.7
20-Aug-13,45,28.7
20-Aug-13,47,33.6
20-Aug-13,49,30.0
20-Aug-13,51,91.0
20-Aug-13,53,43.4
20-Aug-13,55,13.7
3-Sep-13,1,12.8
3-Sep-13,3,16.7
3-Sep-13,5,24.8
3-Sep-13,7,12.7
3-Sep-13,11,20.0
3-Sep-13,13,25.6
3-Sep-13,15,19.2
3-Sep-13,17,0.0
3-Sep-13,19,0.0
3-Sep-13,21,0.0
3-Sep-13,23,8.8
3-Sep-13,25,28.7
3-Sep-13,27,39.2
3-Sep-13,29,10.9
3-Sep-13,31,40.0
3-Sep-13,33,217.3
3-Sep-13,35,38.0
3-Sep-13,37,28.0
3-Sep-13,39,22.0
3-Sep-13,41,24.0
3-Sep-13,43,12.0
3-Sep-13,45,6.7
3-Sep-13,47,8.8
3-Sep-13,49,5.0
3-Sep-13,51,138.7
3-Sep-13,53,13.1
3-Sep-13,55,17.7
16-Sep-13,1,59.2
16-Sep-13,3,40.7
16-Sep-13,5,8.6
16-Sep-13,7,10.7
16-Sep-13,11,10.7
16-Sep-13,13,36.0
16-Sep-13,15,27.2
16-Sep-13,17,22.0
16-Sep-13,19,36.0
16-Sep-13,21,14.0
16-Sep-13,23,9.3
16-Sep-13,25,6.0
16-Sep-13,27,28.0
16-Sep-13,29,15.4
16-Sep-13,31,20.0
16-Sep-13,33,520.0
16-Sep-13,35,42.0
16-Sep-13,37,34.7
16-Sep-13,39,11.0
16-Sep-13,41,28.6
16-Sep-13,43,0.6
16-Sep-13,45,12.6
16-Sep-13,47,9.3
16-Sep-13,49,44.8
16-Sep-13,51,24.0
16-Sep-13,53,10.3
16-Sep-13,55,32.8
12-Nov-13,1,29.6
12-Nov-13,3,0.7
12-Nov-13,5,89.6
12-Nov-13,7,85.3
12-Nov-13,9,96.0
12-Nov-13,11,7.2
12-Nov-13,,#DIV/0!
12-Nov-13,,#DIV/0!
12-Nov-13,,#DIV/0!
12-Nov-13,,#DIV/0!
12-Nov-13,23,56.0
12-Nov-13,25,12.6
12-Nov-13,27,148.8
12-Nov-13,29,173.7
12-Nov-13,31,0.0
12-Nov-13,33,8.0
12-Nov-13,35,22.0
12-Nov-13,37,16.0
12-Nov-13,39,166.4
12-Nov-13,41,14.9
12-Nov-13,43,7.5
12-Nov-13,45,50.3
12-Nov-13,47,89.1
12-Nov-13,49,43.2
12-Nov-13,51,30.7
12-Nov-13,53,0.6
12-Nov-13,55,1.6
12-Nov-13,,#DIV/0!
26-Nov-13,1,16.0
26-Nov-13,3,17.5
26-Nov-13,5,24.0
26-Nov-13,7,8.8
26-Nov-13,9,32.0
26-Nov-13,11,56.0
26-Nov-13,15,#DIV/0!
26-Nov-13,17,#DIV/0!
26-Nov-13,19,#DIV/0!
26-Nov-13,21,#DIV/0!
26-Nov-13,23,14.3
26-Nov-13,25,9.1
26-Nov-13,27,9.0
26-Nov-13,29,16.0
26-Nov-13,31,8.0
26-Nov-13,33,8.0
26-Nov-13,35,20.0
26-Nov-13,37,20.0
26-Nov-13,39,30.7
26-Nov-13,41,14.0
26-Nov-13,43,5.7
26-Nov-13,45,6.9
26-Nov-13,47,16.0
26-Nov-13,49,30.4
26-Nov-13,51,52.0
26-Nov-13,53,0.0
26-Nov-13,55,2.9
10-Dec-13,1,42.0
10-Dec-13,3,48.5
10-Dec-13,5,56.0
10-Dec-13,7,42.7
10-Dec-13,9,82.0
10-Dec-13,11,153.6
10-Dec-13,13,#DIV/0!
10-Dec-13,15,#DIV/0!
10-Dec-13,17,#DIV/0!
10-Dec-13,19,#DIV/0!
10-Dec-13,23,11.4
10-Dec-13,25,12.0
10-Dec-13,27,4.7
10-Dec-13,29,8.0
10-Dec-13,31,121.3
10-Dec-13,33,141.3
10-Dec-13,35,202.7
10-Dec-13,37,72.0
10-Dec-13,39,39.0
10-Dec-13,41,26.7
10-Dec-13,43,23.0
10-Dec-13,45,13.0
10-Dec-13,47,22.7
10-Dec-13,49,201.6
10-Dec-13,51,42.0
10-Dec-13,53,8.5
10-Dec-13,55,14.5
10-Dec-13,,61.0
10-Dec-13,,544.0
6-Jan-14,1,60.0
6-Jan-14,3,38.9
6-Jan-14,5,35.2
6-Jan-14,7,18.7
6-Jan-14,11,67.0
6-Jan-14,13,104.0
6-Jan-14,15,62.7
6-Jan-14,17,50.7
6-Jan-14,19,34.0
6-Jan-14,21,18.0
6-Jan-14,23,38.0
6-Jan-14,25,11.2
6-Jan-14,27,14.0
6-Jan-14,29,13.5
6-Jan-14,31,60.0
6-Jan-14,33,43.0
6-Jan-14,35,29.0
6-Jan-14,37,5.0
6-Jan-14,39,16.8
6-Jan-14,41,10.0
6-Jan-14,43,4.0
6-Jan-14,45,34.7
6-Jan-14,47,73.1
6-Jan-14,49,98.0
6-Jan-14,51,54.0
6-Jan-14,53,13.6
6-Jan-14,55,26.4
21-Jan-14,1,42.0
21-Jan-14,3,52.6
21-Jan-14,5,26.0
21-Jan-14,7,0.0
21-Jan-14,9,29.0
21-Jan-14,11,63.0
21-Jan-14,13,98.4
21-Jan-14,15,27.3
21-Jan-14,17,26.4
21-Jan-14,19,11.2
21-Jan-14,21,10.0
21-Jan-14,23,11.0
21-Jan-14,25,8.4
21-Jan-14,27,4.0
21-Jan-14,29,4.0
21-Jan-14,31,304.0
21-Jan-14,33,61.0
21-Jan-14,35,78.4
21-Jan-14,37,76.0
21-Jan-14,39,52.8
21-Jan-14,41,38.9
21-Jan-14,43,12.9
21-Jan-14,45,74.7
21-Jan-14,47,11.3
21-Jan-14,49,22.0
21-Jan-14,51,39.0
21-Jan-14,53,25.6
21-Jan-14,55,161.6
4-Feb-14,1,60.6
4-Feb-14,3,39.4
4-Feb-14,5,38.3
4-Feb-14,7,41.7
4-Feb-14,9,100.0
4-Feb-14,11,65.6
4-Feb-14,13,129.3
4-Feb-14,15,74.9
4-Feb-14,17,46.7
4-Feb-14,19,48.0
4-Feb-14,21,54.0
4-Feb-14,1,60.7
4-Feb-14,3,48.0
4-Feb-14,5,54.3
4-Feb-14,7,64.0
4-Feb-14,9,61.0
4-Feb-14,11,90.0
4-Feb-14,13,112.0
4-Feb-14,15,70.7
4-Feb-14,17,76.0
4-Feb-14,19,36.0
4-Feb-14,21,50.0
4-Feb-14,23,53.0
4-Feb-14,25,32.0
4-Feb-14,27,16.0
4-Feb-14,29,22.4
4-Feb-14,31,688.0
4-Feb-14,33,74.0
11-Feb-14,35,99.2
11-Feb-14,37,60.8
11-Feb-14,39,22.4
11-Feb-14,41,8.6
11-Feb-14,43,35.4
11-Feb-14,45,19.5
11-Feb-14,47,372.8
11-Feb-14,49,92.8
11-Feb-14,51,273.6
11-Feb-14,53,268.0
11-Feb-14,55,16.0
18-Feb-14,1,36.7
18-Feb-14,3,32.0
18-Feb-14,5,258.3
18-Feb-14,7,58.0
18-Feb-14,9,86.0
18-Feb-14,11,122.0
18-Feb-14,13,78.0
18-Feb-14,15,125.3
18-Feb-14,17,52.8
18-Feb-14,19,48.0
18-Feb-14,21,109.3
18-Feb-14,23,64.0
18-Feb-14,25,36.0
18-Feb-14,27,29.2
18-Feb-14,29,9.2
18-Feb-14,31,65.0
18-Feb-14,33,32.0
18-Feb-14,35,39.0
18-Feb-14,37,40.8
18-Feb-14,39,50.7
18-Feb-14,41,42.0
18-Feb-14,43,7.4
18-Feb-14,45,16.5
18-Feb-14,47,25.0
18-Feb-14,49,17.0
18-Feb-14,51,104.0
18-Feb-14,53,214.9
18-Feb-14,55,29.5
5-Mar-14,1,44.0
5-Mar-14,3,35.4
5-Mar-14,5,51.2
5-Mar-14,7,65.3
5-Mar-14,9,70.0
5-Mar-14,11,49.0
5-Mar-14,13,59.0
5-Mar-14,15,39.2
5-Mar-14,17,32.0
5-Mar-14,19,37.1
5-Mar-14,21,44.0
5-Mar-14,23,12.0
5-Mar-14,25,6.0
5-Mar-14,27,15.0
5-Mar-14,29,13.0
5-Mar-14,31,62.0
19-Mar-14,1,17.0
19-Mar-14,3,22.0
19-Mar-14,5,22.0
19-Mar-14,7,29.0
19-Mar-14,9,31.0
19-Mar-14,11,25.0
19-Mar-14,13,28.0
19-Mar-14,15,24.0
19-Mar-14,17,17.0
19-Mar-14,19,16.0
19-Mar-14,21,21.0
19-Mar-14,23,10.0
19-Mar-14,25,16.0
19-Mar-14,27,15.0
19-Mar-14,29,19.0
19-Mar-14,31,108.0
19-Mar-14,33,33.0
19-Mar-14,35,53.0
19-Mar-14,37,48.0
19-Mar-14,39,57.0
19-Mar-14,41,24.0
19-Mar-14,43,30.0
19-Mar-14,45,70.0
19-Mar-14,47,236.0
19-Mar-14,49,56.0
19-Mar-14,51,300.0
19-Mar-14,53,35.0
19-Mar-14,55,9.0
